AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,NACIONAL
2,3,3,2,1,6,8,0,0,3,2,3,0,2,13,4,4,0,3,3,6,1,7,2,7,1,5,10,0,4,3,2,110
0,10,3,2,0,6,9,1,2,0,4,4,2,13,12,4,4,0,7,2,9,1,3,4,3,3,3,3,2,0,1,0,117
1,5,6,1,1,4,15,0,1,3,2,2,4,6,14,2,1,0,4,0,8,4,7,1,2,2,5,5,1,3,10,0,120
1,4,3,1,2,9,7,2,0,0,3,2,2,4,14,2,3,1,5,3,6,1,7,1,3,4,5,6,0,4,5,2,112
2,1,2,0,1,4,8,1,0,1,2,3,3,5,12,1,2,1,4,3,7,0,4,2,4,3,4,3,0,6,5,0,94
0,2,1,1,1,5,8,1,1,1,0,4,2,3,11,3,1,1,4,5,7,1,6,2,2,0,2,8,0,3,6,2,94
1,2,4,0,0,5,9,0,0,0,2,0,0,0,8,2,0,0,7,1,4,0,6,1,6,2,4,7,0,1,7,1,80
4,9,6,0,0,9,7,1,1,0,0,1,1,1,6,6,2,0,6,2,5,4,13,2,4,2,3,5,0,5,7,1,113
1,1,0,1,2,7,9,3,3,0,1,4,2,3,10,5,1,2,3,1,9,0,5,0,3,4,4,8,1,6,5,0,104
1,2,2,0,1,8,9,3,0,0,2,3,3,5,12,5,0,3,7,2,7,0,8,0,2,2,0,7,0,5,3,2,104
2,2,3,2,0,4,5,0,0,0,1,3,1,7,10,2,0,2,1,2,10,0,7,3,0,2,4,11,0,2,5,0,91
0,3,2,0,0,2,8,2,0,0,2,1,1,5,12,4,3,0,4,3,8,2,3,3,1,0,3,11,1,5,6,2,97
0,4,1,0,1,5,5,0,1,1,1,3,2,4,12,4,3,4,1,3,3,2,8,2,4,1,2,6,0,5,5,1,94
0,4,2,0,0,7,5,1,1,3,2,5,1,3,9,1,2,1,3,0,11,0,2,3,4,0,4,2,0,5,4,0,85
1,3,1,0,0,3,4,1,1,0,2,5,2,4,10,5,2,0,4,3,8,0,9,1,5,2,1,1,0,5,5,2,90
0,2,0,2,1,5,6,2,0,1,4,6,1,5,7,3,1,1,3,0,6,2,11,1,2,5,4,6,0,8,5,4,104
1,3,4,2,0,4,6,1,0,4,1,1,2,1,6,3,0,1,2,3,7,2,8,2,2,2,5,6,0,7,2,1,89
2,3,1,0,1,2,3,2,0,3,1,2,1,4,11,2,1,2,5,0,6,2,4,2,1,4,3,4,1,8,4,1,86
2,1,4,0,0,5,5,0,1,0,0,1,2,2,3,2,1,0,1,0,6,1,4,0,3,2,0,8,1,6,2,0,63
4,1,1,0,0,6,6,1,0,1,0,2,3,3,5,5,0,3,4,0,7,1,7,1,4,1,2,5,0,3,8,2,86
1,6,2,2,0,4,5,1,1,0,1,2,0,1,8,3,0,1,0,2,5,1,8,2,7,6,2,8,2,5,8,1,95
0,1,2,4,0,5,5,0,1,0,2,1,1,2,7,2,2,2,4,2,4,0,6,0,4,4,4,7,1,1,7,0,81
1,1,0,3,0,4,4,1,1,2,0,4,3,4,6,3,3,0,5,2,6,0,11,1,4,3,4,7,0,7,6,1,97
1,3,0,0,0,6,12,1,0,1,1,1,2,2,6,2,1,0,1,3,6,1,6,0,8,6,1,10,0,4,11,1,97
0,5,3,3,0,5,5,0,0,1,0,3,0,4,10,1,1,2,8,0,1,1,10,1,2,2,2,4,1,5,9,0,89
0,5,2,4,0,2,3,0,0,0,1,1,3,3,8,2,1,0,6,1,0,4,7,0,1,2,2,5,0,6,10,0,79
1,4,6,0,0,4,9,4,1,2,2,2,2,0,9,1,1,2,1,2,5,1,11,1,3,3,3,5,0,9,11,0,105
1,1,3,0,0,4,6,0,1,0,1,3,1,5,6,4,1,0,2,1,5,2,5,0,1,0,7,7,0,2,0,0,69
2,3,1,4,1,1,3,1,0,1,0,2,1,3,7,4,3,0,2,1,7,1,7,1,2,3,5,4,0,2,8,0,80
1,1,5,3,1,4,9,0,1,0,1,6,0,0,5,3,2,1,2,1,4,1,7,0,3,4,2,10,0,4,9,1,91
2,2,1,0,1,3,6,0,1,1,2,3,2,3,6,1,0,3,2,2,8,0,6,0,2,9,2,6,0,3,13,1,91
0,4,6,1,2,4,11,1,0,0,0,3,3,1,4,2,0,3,4,0,5,0,7,2,3,4,2,7,0,6,4,1,90
0,6,5,2,1,1,9,1,0,1,1,0,1,2,7,1,0,1,4,0,4,0,11,0,3,1,4,9,0,4,14,0,93
0,3,6,4,2,6,6,2,0,1,1,0,0,3,11,3,1,0,1,1,8,0,9,1,3,1,2,8,0,3,5,0,91
0,1,4,3,0,6,3,0,0,0,1,0,0,1,7,2,0,1,1,3,3,0,10,1,3,3,3,8,1,2,14,0,81
1,3,6,4,1,2,5,3,0,1,0,3,1,8,3,1,1,1,0,2,3,0,16,0,8,3,4,9,0,9,13,1,112
0,3,12,4,5,1,9,0,0,1,0,0,0,0,6,4,0,0,3,2,5,0,4,1,10,0,5,7,0,6,16,0,104
0,4,4,3,0,3,9,0,2,0,0,1,3,3,8,1,1,0,3,3,5,0,9,0,3,4,2,8,0,3,16,0,98
0,6,6,4,1,2,9,1,2,0,0,1,2,3,4,0,0,1,3,1,1,2,7,1,6,5,4,8,0,7,7,1,95
0,3,9,1,2,2,5,4,1,0,1,2,0,3,7,6,0,2,2,2,1,1,11,0,4,2,6,7,0,4,8,0,96
1,4,11,5,0,2,4,0,1,0,1,0,1,0,12,0,1,0,3,3,2,0,13,1,4,6,3,8,0,6,13,1,106
1,1,10,4,0,3,9,1,2,1,0,5,1,4,4,1,2,0,4,2,7,0,5,4,6,5,4,5,0,3,12,0,106
0,3,14,7,0,0,13,4,1,2,0,2,1,2,9,0,1,0,2,1,2,0,7,1,8,2,8,3,0,7,12,0,112
0,4,12,5,2,1,6,1,3,0,2,1,0,4,7,5,1,0,3,2,2,0,6,1,12,3,3,13,0,9,13,0,121
0,4,16,4,0,1,8,0,0,0,2,0,0,4,9,0,1,0,1,5,5,0,7,0,5,6,4,15,0,9,14,0,120
0,0,10,3,3,3,14,1,0,1,0,1,1,2,8,4,0,3,2,5,2,0,6,2,9,4,8,10,0,7,13,0,122
0,2,14,2,2,0,19,2,0,0,0,0,0,8,10,6,1,1,2,4,3,0,3,1,5,8,3,6,1,14,12,0,129
0,2,17,1,1,4,9,2,1,0,1,2,0,2,9,0,0,0,3,3,1,0,13,2,11,8,5,6,0,13,8,0,124
0,0,14,4,1,3,11,3,0,0,0,1,3,2,7,2,0,3,0,1,2,0,4,0,11,5,4,9,0,9,13,0,112
0,3,10,8,2,1,23,2,1,2,0,3,4,8,9,0,1,0,0,1,6,0,10,0,9,6,6,5,0,9,14,1,144
1,7,16,3,3,0,21,0,0,0,0,0,1,5,13,2,0,1,2,5,0,0,15,1,6,4,3,7,0,11,5,0,132
0,6,20,7,3,2,19,0,0,0,1,2,1,11,16,0,1,0,4,1,3,2,8,4,15,2,5,10,0,5,11,0,159
0,2,14,5,2,1,22,1,2,1,0,3,2,8,17,2,1,1,3,3,5,0,7,0,13,2,8,11,0,10,10,1,157
0,5,15,3,0,1,13,0,0,0,0,3,2,11,10,5,1,1,6,1,0,1,12,0,12,3,2,5,0,10,7,1,130
0,5,11,5,0,1,20,1,0,0,2,2,1,9,4,3,0,2,6,2,4,1,4,1,15,5,2,4,1,11,8,0,130
0,0,11,5,0,2,29,1,2,1,1,3,3,7,13,4,0,0,4,3,4,1,5,1,9,5,7,3,0,9,4,0,137
1,2,17,7,2,0,21,0,2,2,2,6,3,8,18,7,0,2,4,4,0,0,8,4,5,6,0,5,1,10,9,0,156
1,3,11,4,4,1,30,1,0,2,1,7,1,8,23,2,1,4,7,6,5,2,8,0,22,8,3,9,0,11,9,0,194
0,0,16,3,3,3,22,1,0,2,1,4,4,10,16,0,1,2,4,1,3,4,6,2,14,9,4,7,0,13,11,0,166
0,2,9,2,1,3,29,2,0,0,1,6,3,11,29,3,0,3,5,3,6,1,7,3,18,7,2,9,0,14,12,1,192
1,1,11,2,3,0,30,3,1,0,1,6,3,11,29,7,1,6,5,6,4,4,5,1,11,4,5,7,1,12,19,0,200
1,3,14,13,3,3,25,1,1,0,2,7,10,15,15,2,2,6,4,2,6,1,8,2,20,2,4,8,1,7,13,0,201
0,4,12,4,0,3,29,0,0,0,2,10,6,13,40,5,0,8,8,4,3,0,8,3,15,2,5,5,1,18,10,0,218
2,5,11,7,3,0,34,2,3,0,1,7,4,15,29,4,1,5,13,5,2,2,11,2,22,5,4,6,0,10,9,2,226
0,8,14,1,2,2,33,2,3,1,3,11,4,11,36,11,2,6,9,6,2,3,17,3,23,6,4,3,1,18,8,1,254
0,3,13,5,1,1,41,1,2,3,3,15,8,17,44,2,1,10,15,6,2,4,10,1,19,11,8,4,1,21,8,0,280
2,6,19,4,3,3,43,1,4,4,2,15,5,23,36,6,0,9,17,3,7,2,10,3,26,9,10,7,0,10,10,0,299
0,3,11,5,5,3,38,2,3,1,2,5,6,18,41,5,0,7,11,6,5,2,11,0,33,10,2,2,0,19,7,0,263
1,1,20,3,4,3,35,1,2,1,2,27,4,23,39,10,2,7,13,8,8,3,11,1,22,13,5,4,0,30,11,2,316
2,5,10,4,6,2,36,2,1,1,8,24,8,20,42,7,0,4,9,7,4,3,10,4,22,7,3,10,2,27,3,1,294
1,6,5,5,5,3,49,2,2,2,3,16,4,18,44,11,1,8,12,10,7,5,15,3,28,14,8,7,1,32,6,2,335
0,4,11,2,6,2,42,3,4,3,5,14,12,39,47,12,2,14,17,15,15,7,9,1,35,11,5,4,0,24,9,2,376
0,4,15,4,0,2,46,5,1,4,2,19,7,30,47,10,1,14,13,6,11,4,13,3,27,11,7,10,0,35,9,4,364
1,5,11,7,5,2,51,7,2,1,5,22,10,26,55,16,3,14,17,11,6,6,8,6,29,9,7,5,0,31,8,1,387
2,2,9,5,4,2,62,4,3,1,5,16,12,32,53,10,2,6,13,10,11,4,7,4,36,15,5,5,1,27,14,6,388
2,6,6,8,8,1,41,5,2,2,5,18,12,45,63,8,3,12,15,7,7,6,15,9,20,16,10,9,1,32,14,3,411
0,4,9,7,9,1,62,4,8,2,7,30,10,43,54,14,3,10,25,8,9,6,9,6,24,15,3,4,0,29,13,4,432
0,8,6,4,7,4,60,3,3,6,4,14,8,35,57,25,3,16,22,8,12,12,18,5,32,13,10,9,3,25,11,0,443
4,5,12,5,13,1,72,7,5,2,5,19,10,54,65,14,4,10,24,6,17,13,8,8,29,18,9,10,1,21,12,9,492
0,0,8,5,10,1,55,7,3,4,6,24,12,50,70,14,5,24,30,8,11,4,14,10,20,10,5,9,1,17,8,3,448
2,4,2,2,12,2,64,5,7,3,8,30,15,40,69,15,2,10,12,9,12,6,7,5,25,18,6,8,1,25,12,4,442
0,3,9,10,8,3,54,7,6,10,12,24,11,44,66,16,1,5,27,12,9,2,17,6,27,9,9,5,0,26,9,3,450
2,9,9,5,6,3,60,2,6,4,6,25,18,39,57,14,5,14,39,11,15,3,17,6,18,12,8,7,0,24,6,6,456
5,2,6,10,5,1,45,10,8,1,10,27,18,28,73,10,5,12,36,6,17,4,11,2,25,13,16,4,0,24,4,4,442
3,3,3,7,3,4,61,1,9,3,6,15,13,46,68,11,2,9,16,6,18,10,9,4,20,11,9,8,1,17,6,4,406
2,6,5,8,3,5,52,5,12,3,8,22,13,32,61,6,4,9,29,7,13,7,6,3,25,19,15,8,1,17,12,5,423
0,4,4,4,7,3,37,8,12,2,6,9,10,27,56,12,3,13,18,7,10,0,5,5,26,13,4,6,1,10,4,1,327
0,1,1,2,2,0,7,2,1,2,1,4,5,5,20,3,4,1,10,4,3,1,3,2,0,4,4,2,0,2,1,1,98
