AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,NACIONAL
2,4,1,1,1,5,10,2,0,0,2,2,5,5,13,9,2,0,2,2,16,6,5,2,3,0,4,6,1,5,4,1,121
3,4,0,3,2,8,18,3,0,1,4,5,2,7,19,8,7,3,4,3,10,8,4,1,6,0,1,2,2,1,4,1,144
0,7,3,1,1,7,20,2,2,4,3,3,2,10,13,5,6,0,7,3,13,4,7,5,3,1,2,4,5,11,3,2,159
0,3,3,1,0,10,6,1,0,2,3,4,4,1,16,7,2,2,2,1,14,5,12,0,2,3,2,3,1,4,4,0,118
4,3,3,0,0,11,14,2,0,0,3,3,3,6,21,5,8,0,1,3,10,0,5,3,7,1,1,4,0,4,3,1,129
1,2,2,2,0,7,8,2,0,5,3,3,1,5,13,3,3,1,1,1,8,3,5,3,5,1,3,4,3,3,3,1,105
1,3,2,0,1,8,17,1,1,2,2,2,4,6,19,4,4,1,3,2,8,7,4,0,3,1,1,6,1,5,5,1,125
0,2,1,1,3,7,10,1,1,2,1,1,2,2,11,5,2,2,6,2,9,4,3,0,3,5,4,3,0,2,3,1,99
2,3,3,2,1,6,8,0,0,3,2,3,0,2,13,4,6,0,5,3,6,1,7,2,7,1,5,10,0,4,3,2,114
0,10,3,2,0,6,9,1,2,0,4,5,2,13,13,4,4,0,10,2,9,1,3,4,3,3,3,3,2,0,1,0,122
1,5,6,1,1,5,15,0,1,3,2,2,4,6,14,2,3,0,4,0,8,4,7,1,2,2,5,5,1,3,10,0,123
1,4,3,1,2,9,7,2,0,0,3,2,2,4,14,2,3,1,6,3,6,1,7,1,3,4,5,6,0,4,5,2,113
2,1,2,0,1,4,8,1,0,1,2,4,3,5,12,1,2,1,5,3,8,0,4,2,4,3,4,7,0,7,5,0,102
0,2,1,1,1,5,8,1,1,1,0,4,2,3,12,3,2,1,4,6,7,1,7,2,2,0,2,8,0,3,6,2,98
1,2,4,0,0,5,10,0,0,0,2,0,0,0,9,2,0,0,7,1,4,0,6,1,6,2,4,7,0,1,7,1,82
4,9,6,0,0,9,7,1,1,0,0,1,1,1,8,6,3,0,6,2,5,4,14,2,4,2,3,7,1,5,7,1,120
1,1,0,1,2,7,9,3,3,0,1,4,2,3,10,5,1,2,3,1,9,0,5,0,3,4,4,9,1,6,5,0,105
1,2,2,0,1,8,9,3,0,0,2,3,3,6,12,5,0,3,7,2,7,0,8,0,2,3,0,8,0,5,3,2,107
2,2,3,2,0,4,5,0,0,0,1,3,1,7,10,2,0,2,1,2,10,0,8,3,0,2,4,11,0,2,5,0,92
0,3,2,0,0,2,8,2,0,0,2,1,1,5,12,4,4,0,4,3,8,2,3,3,1,0,3,11,1,5,6,2,98
0,4,1,0,1,5,5,0,1,1,1,3,2,4,12,4,3,4,1,3,3,2,9,2,4,1,2,6,0,5,5,1,95
0,4,2,0,0,7,4,1,1,3,2,5,1,3,9,1,3,1,3,1,11,0,2,3,4,1,4,3,0,5,4,0,88
1,3,1,0,0,3,4,1,1,0,2,5,2,4,10,5,2,0,4,3,8,0,9,1,5,2,1,1,0,5,5,2,90
0,2,0,2,1,5,6,2,0,1,4,6,1,5,7,3,1,1,3,0,6,2,11,1,2,5,4,6,0,8,5,4,104
1,3,4,2,0,4,6,1,0,4,1,1,2,1,6,3,1,1,2,3,7,2,8,2,2,2,5,7,0,7,2,1,91
2,3,1,0,1,2,3,2,0,3,1,2,1,4,11,2,2,2,5,0,6,2,4,2,1,4,3,4,1,8,4,1,87
2,1,4,0,0,5,5,0,1,0,0,1,2,2,3,2,1,0,1,0,6,1,4,0,3,3,0,8,1,6,2,0,64
4,1,1,0,0,6,6,1,0,1,0,2,3,3,5,5,0,3,5,0,7,1,8,1,4,1,2,5,0,3,8,2,88
1,6,2,2,0,4,5,1,1,0,1,2,0,1,8,3,1,1,0,2,5,1,8,2,7,6,2,8,2,5,8,1,96
0,1,2,4,0,5,5,0,1,0,2,1,1,2,7,2,2,2,4,2,4,0,7,0,4,5,4,7,1,1,7,0,83
1,1,0,3,0,4,4,1,1,2,0,4,3,4,6,3,3,0,6,3,6,0,11,1,4,3,5,8,0,7,6,1,101
1,3,0,0,0,6,12,1,0,1,1,1,2,2,6,2,1,0,1,3,6,1,6,0,8,6,1,10,0,4,11,1,97
0,5,3,3,0,5,5,0,0,1,0,3,0,4,10,1,1,2,9,0,1,1,12,1,2,2,2,4,1,5,9,0,92
0,5,2,4,0,2,3,0,0,0,1,1,3,3,9,2,2,0,6,2,0,4,7,0,1,2,2,5,0,6,10,0,82
1,4,6,0,0,4,9,4,1,2,2,2,2,1,10,1,1,2,1,2,5,1,11,1,3,3,3,7,0,9,11,0,109
1,1,4,0,0,4,6,0,1,0,1,3,1,5,6,4,1,0,2,2,5,2,6,0,1,1,7,7,0,2,0,0,73
2,3,2,4,1,1,3,1,0,1,0,2,1,3,7,4,3,0,2,1,7,1,7,1,2,4,5,4,0,2,8,0,82
1,1,5,3,1,5,8,0,1,0,1,6,0,0,5,3,2,1,3,1,4,1,8,0,3,4,2,10,0,4,9,1,93
2,2,1,0,1,3,6,0,1,1,2,3,2,3,6,1,0,3,3,2,8,0,6,0,2,10,2,6,0,4,13,1,94
0,4,6,1,2,4,11,1,0,0,0,3,3,1,4,2,0,3,5,0,5,0,7,2,3,4,2,7,0,6,4,1,91
0,6,6,3,1,1,10,1,0,1,1,0,1,2,7,1,0,1,5,0,4,0,11,0,3,1,4,9,0,4,14,0,97
0,3,6,4,2,7,6,2,0,1,1,0,0,3,11,3,1,0,1,1,9,0,9,1,3,1,2,8,0,3,5,0,93
0,1,4,3,0,6,3,0,0,0,1,0,1,1,8,2,0,1,1,5,3,0,10,1,4,3,3,8,1,2,14,0,86
1,3,6,4,1,2,5,3,0,1,0,3,1,8,4,1,1,1,0,2,3,0,16,0,8,3,4,9,0,9,13,1,113
0,3,12,4,5,1,9,0,0,1,0,0,0,0,6,4,0,0,3,2,5,0,4,1,10,1,5,7,0,6,16,0,105
0,4,4,3,0,3,9,0,2,0,0,1,3,3,8,1,1,0,3,3,5,0,10,0,3,4,2,8,0,3,16,0,99
0,7,6,4,1,2,10,1,2,0,0,1,2,3,4,0,0,1,3,1,1,2,7,1,6,5,4,8,0,8,7,1,98
0,3,9,1,2,2,5,4,1,0,1,2,0,3,8,6,0,2,2,2,1,1,11,0,4,2,6,7,0,4,8,0,97
1,4,11,5,0,2,4,1,1,0,1,0,1,0,12,0,1,0,3,3,2,0,13,1,4,8,3,9,0,6,13,1,110
1,1,10,4,0,3,9,1,2,1,0,5,1,4,4,1,2,0,4,2,7,0,5,4,6,5,4,5,0,3,12,0,106
0,3,14,7,0,0,13,4,1,2,0,2,1,2,9,0,1,0,3,1,2,0,7,1,8,2,8,4,0,7,12,0,114
0,4,12,6,2,1,6,1,3,0,2,1,0,4,7,5,1,0,3,2,2,0,6,1,12,3,4,13,0,9,13,0,123
0,4,16,4,0,1,8,0,0,0,2,0,0,4,9,0,1,0,3,5,5,0,7,0,5,7,5,16,0,9,14,0,125
0,0,11,3,3,3,16,1,0,1,0,1,1,2,8,4,0,3,2,5,2,0,6,2,10,4,8,10,0,7,13,0,126
0,3,14,2,2,0,19,2,0,1,0,0,0,8,10,6,1,1,4,4,3,0,3,1,6,10,3,8,1,14,12,0,138
0,2,17,1,1,4,9,2,1,0,1,2,0,2,9,0,0,0,3,3,1,0,14,2,14,10,5,6,0,13,8,0,130
0,0,14,4,1,3,11,3,0,0,0,1,3,2,7,2,0,3,0,1,2,0,4,0,11,5,4,9,0,11,13,0,114
0,3,10,8,2,1,23,2,1,2,0,3,4,8,10,0,1,0,0,1,6,0,11,0,11,7,6,6,0,9,14,1,150
1,8,17,3,3,0,21,0,0,0,0,0,1,6,13,2,0,1,2,5,0,0,15,1,7,5,3,7,0,12,5,0,138
0,6,21,7,3,2,19,0,0,0,1,2,1,11,16,0,1,0,5,2,3,2,8,4,16,5,5,11,0,7,11,0,169
0,2,14,5,2,1,22,1,1,1,0,3,2,9,16,2,1,1,4,3,5,0,7,0,16,2,8,11,0,10,10,1,160
0,5,15,3,0,1,13,0,0,0,0,3,2,11,10,5,1,1,8,1,0,1,12,1,20,3,2,5,0,11,7,1,142
0,6,11,5,0,1,21,1,0,0,2,2,1,9,5,3,0,3,6,2,4,1,4,1,18,6,2,4,1,11,8,0,138
0,0,11,5,0,2,29,1,2,1,1,3,3,7,13,4,0,0,4,4,4,1,5,1,16,5,7,3,0,10,4,0,146
1,2,17,7,2,0,21,0,2,2,2,6,3,9,18,7,0,2,6,6,0,0,9,4,12,6,0,6,1,11,9,0,171
1,3,12,4,4,1,31,1,0,2,1,7,1,10,23,2,1,4,8,7,5,2,8,0,29,10,3,9,0,13,9,0,211
0,0,16,3,3,3,22,1,0,2,1,4,4,11,16,0,1,2,6,1,4,4,6,2,18,9,4,7,0,14,11,0,175
0,2,9,2,1,3,30,2,0,0,1,6,3,12,29,3,0,3,6,3,6,1,8,3,28,7,2,9,0,15,12,1,207
1,1,11,2,3,0,31,3,1,0,1,7,3,11,30,7,1,6,6,6,4,4,6,1,17,4,5,7,1,13,19,0,212
1,3,14,13,3,3,25,1,1,0,2,7,10,16,15,2,2,6,4,2,7,1,8,2,32,3,4,8,1,11,13,0,220
0,4,12,4,0,3,29,0,0,0,2,11,6,13,40,5,0,8,8,6,4,0,9,3,18,4,5,5,1,20,10,0,230
2,5,12,7,3,0,34,2,3,0,1,8,4,17,31,4,1,5,13,6,2,3,11,2,26,6,4,7,0,11,9,2,241
0,8,14,1,2,2,35,2,3,1,3,13,4,13,35,11,2,6,9,8,2,3,18,3,33,8,4,5,1,21,8,1,279
0,4,15,5,1,1,42,1,2,3,3,18,8,20,44,2,1,10,15,7,3,4,11,1,26,12,7,4,1,22,8,0,301
2,6,19,4,3,3,44,1,4,4,2,15,5,24,38,6,0,9,18,5,7,2,11,3,33,11,10,7,0,12,10,0,318
0,3,11,5,5,3,39,2,3,1,2,7,6,19,42,5,0,7,11,9,6,2,11,0,45,10,2,2,0,21,7,0,286
1,1,20,3,4,3,37,1,2,1,2,27,4,25,42,10,2,7,13,11,8,3,11,2,37,13,5,4,0,33,11,2,345
2,5,10,4,6,3,38,2,1,2,8,26,8,21,42,8,0,6,10,9,4,3,10,5,31,7,3,10,2,31,3,1,321
1,6,5,5,5,4,52,2,2,2,3,17,4,20,49,11,1,8,20,12,7,5,15,3,41,16,8,8,1,34,6,2,375
0,4,13,2,6,2,44,3,4,3,6,16,12,40,53,12,2,16,17,16,16,9,10,1,43,11,6,4,0,28,9,2,410
0,4,17,4,0,5,48,5,1,4,2,26,7,32,52,10,1,14,14,9,12,5,14,4,40,13,6,10,1,40,9,4,413
1,6,11,7,5,3,54,7,2,2,5,26,10,29,58,16,3,15,23,15,6,5,8,6,40,11,7,8,0,43,8,1,441
2,2,10,5,4,3,65,4,3,1,5,22,13,41,57,13,2,6,17,13,13,5,7,6,43,15,6,6,1,36,14,7,447
2,6,6,8,8,2,50,6,3,2,5,23,12,55,67,9,4,15,19,11,7,10,15,11,38,17,10,14,1,39,14,3,492
0,4,10,8,9,2,65,4,9,2,7,33,10,54,66,15,3,11,26,8,10,6,10,6,34,16,3,6,1,45,13,4,500
0,9,7,4,7,4,62,3,3,7,5,22,9,43,68,25,3,17,24,14,14,12,19,6,41,18,11,10,5,35,11,0,518
4,6,12,5,14,2,81,7,7,2,5,22,11,70,73,15,4,12,25,11,20,14,8,10,41,22,9,11,2,35,12,9,581
1,1,7,5,11,1,59,8,5,5,6,31,12,56,79,15,5,23,32,16,13,5,13,11,30,10,4,14,1,37,8,3,527
2,4,2,2,12,2,68,5,8,5,9,45,20,56,73,17,3,11,14,11,17,6,7,7,36,22,6,11,1,46,13,4,545
0,5,11,10,8,3,61,9,7,14,13,32,12,54,80,17,1,9,29,18,16,5,17,12,39,14,9,11,0,46,9,3,574
2,9,15,6,6,5,64,2,6,4,10,34,17,43,73,15,5,16,40,19,18,9,17,13,30,15,11,13,0,51,7,6,581
6,3,7,11,5,3,55,10,8,4,13,32,18,47,86,14,5,13,41,11,24,5,14,8,36,15,17,7,0,54,6,5,583
3,3,7,8,3,4,75,2,11,5,9,24,16,64,80,15,3,12,18,14,27,14,12,9,35,13,9,14,2,51,9,4,575
2,6,11,10,3,8,60,6,15,3,12,35,17,52,90,13,5,13,41,17,25,12,14,11,47,24,16,13,3,54,17,8,663
2,6,9,5,8,10,79,13,16,2,10,21,14,57,90,25,7,22,41,16,28,9,12,13,41,16,7,15,5,55,7,1,662
5,5,8,5,3,5,73,13,7,6,14,29,19,57,94,22,7,18,47,15,17,11,15,12,29,21,9,14,0,49,5,3,637
5,3,8,8,6,4,59,11,14,7,8,22,20,54,82,26,2,15,46,22,37,10,13,12,38,15,13,17,3,54,7,4,645
5,10,5,7,10,3,78,9,8,7,14,26,15,56,72,34,5,15,43,16,32,12,15,17,25,13,9,14,4,53,10,4,646
4,2,7,11,9,1,77,12,12,5,11,22,30,57,93,20,7,7,42,14,47,12,9,13,35,25,9,14,5,57,10,4,683
1,3,4,4,12,3,71,12,14,13,9,30,23,61,84,29,6,18,39,22,38,7,14,22,34,9,11,23,1,57,11,4,689
4,11,8,5,9,5,72,10,13,7,13,25,20,68,96,28,9,17,56,18,44,13,18,10,28,20,12,17,6,55,10,3,730
4,6,5,9,12,3,68,5,17,11,15,20,26,48,83,26,18,17,50,27,43,10,7,17,27,19,10,12,4,56,9,8,692
3,5,6,8,17,4,64,13,13,10,19,29,23,81,111,27,14,14,57,18,39,10,17,21,18,22,25,18,2,64,12,7,791
3,4,3,4,12,1,47,10,15,11,13,22,20,54,88,20,12,17,57,23,29,14,10,18,21,21,14,16,5,75,15,10,684
3,8,4,5,11,1,63,8,15,12,11,28,14,61,84,20,13,17,54,26,39,11,12,21,21,21,15,22,5,57,4,5,691
2,7,4,15,8,5,49,13,20,12,10,22,23,80,78,39,5,11,48,16,46,13,22,32,31,19,16,20,5,61,8,8,748
5,8,5,2,11,1,59,8,13,8,17,26,19,62,67,25,9,14,37,26,44,23,9,15,21,15,13,18,2,47,13,9,651
1,6,7,14,10,3,72,9,13,10,19,25,22,51,102,31,10,13,62,23,34,10,16,27,34,24,19,17,6,65,12,5,772
5,4,6,11,9,3,62,8,19,4,23,24,18,67,89,33,11,20,36,14,49,10,11,23,17,19,20,14,3,67,11,6,716
4,10,8,8,9,4,50,6,16,11,15,22,27,43,79,31,12,12,47,22,50,13,5,16,19,22,10,17,6,60,6,6,666
8,9,5,14,6,2,62,12,16,6,17,27,18,58,90,36,6,12,51,19,40,12,9,13,19,22,11,13,15,72,12,4,716
4,10,5,7,6,1,45,12,15,7,15,19,18,63,72,27,7,13,47,18,44,8,10,26,23,23,10,13,5,73,19,1,666
6,8,6,11,9,8,54,10,16,6,17,15,25,47,76,30,6,7,40,19,46,13,10,16,11,20,18,13,3,82,5,10,663
11,9,0,8,5,2,52,10,12,6,21,24,20,48,80,24,13,13,35,14,60,12,11,29,17,26,17,11,7,60,14,6,677
2,10,4,6,6,4,52,18,13,12,13,20,22,60,88,28,3,7,44,26,41,9,13,19,11,23,14,13,12,61,12,11,677
13,15,2,7,7,5,53,14,13,6,12,17,21,52,73,26,8,12,59,15,51,12,11,31,20,18,11,23,7,51,12,7,684
5,7,4,12,5,2,53,15,9,10,12,12,26,70,65,38,8,6,29,18,45,12,14,15,10,20,11,20,3,42,8,8,614
3,9,6,9,4,3,55,16,13,6,15,15,21,45,68,20,10,16,38,16,42,10,16,23,6,17,8,16,4,48,7,8,593
2,7,4,11,5,4,41,8,15,4,24,19,26,48,73,25,14,11,40,12,46,11,11,20,18,22,9,11,5,44,8,5,603
1,6,0,12,4,3,41,24,13,9,18,12,17,49,51,19,10,9,31,14,27,17,12,20,16,13,18,16,7,48,16,9,562
6,7,3,11,10,3,47,13,12,13,19,11,23,52,52,17,6,10,41,12,29,13,11,26,13,10,19,21,1,46,16,11,584
5,3,4,3,12,4,42,13,7,10,24,10,24,48,70,31,11,4,37,23,27,9,8,13,11,16,21,17,4,41,18,5,575
2,11,3,13,11,6,44,4,13,6,14,8,31,39,45,28,12,10,44,8,44,11,12,16,18,17,16,24,3,40,17,4,574
4,14,2,8,3,3,51,6,12,4,22,13,10,42,53,20,9,2,25,19,42,8,9,16,10,18,10,16,5,45,11,7,519
11,8,5,12,3,5,48,11,17,3,21,14,7,45,39,28,14,17,33,12,41,22,4,13,8,11,12,11,5,40,15,4,539
6,9,4,7,5,8,39,10,8,5,15,11,22,39,51,21,4,7,35,14,41,14,5,16,14,16,12,15,4,44,13,4,518
5,4,2,10,8,4,34,8,7,8,13,7,19,52,40,18,9,7,33,11,39,14,5,10,12,10,17,12,3,32,14,6,473
2,5,2,10,7,2,38,10,9,4,13,12,14,34,54,29,6,9,29,14,40,20,7,8,14,13,9,18,7,45,17,4,505
4,8,4,4,7,4,54,12,4,4,24,11,13,44,43,27,13,4,19,16,40,13,6,17,11,11,14,10,5,37,15,3,501
7,8,1,9,8,3,31,15,7,4,29,3,21,43,40,24,6,7,29,10,33,11,9,13,5,12,16,14,7,31,9,7,472
5,6,1,11,3,4,34,6,7,6,24,8,19,41,25,23,8,5,22,16,38,11,10,14,7,12,19,15,4,26,10,4,444
4,11,0,13,4,3,31,7,9,1,24,6,15,29,38,23,12,8,16,7,36,11,13,9,7,7,17,15,6,29,10,4,425
6,15,3,2,8,7,33,11,11,7,16,2,13,36,38,24,8,4,37,10,37,12,8,15,8,21,10,14,4,28,11,3,462
5,11,2,9,3,4,25,8,7,5,16,3,10,30,41,18,8,6,30,15,38,13,6,5,9,15,7,9,4,24,19,3,408
2,6,4,10,8,3,19,5,5,5,18,8,17,22,32,13,14,5,29,6,35,15,6,11,10,10,7,16,5,34,8,2,390
7,10,2,6,5,3,31,14,11,3,20,6,13,31,48,23,8,6,26,11,53,10,1,13,6,16,8,9,2,28,13,4,447
5,17,2,8,3,2,25,8,6,9,17,2,19,36,47,25,4,5,26,7,23,15,4,11,7,10,15,11,5,22,16,2,414
3,9,2,3,6,4,22,17,9,4,16,3,15,26,32,14,4,4,11,10,20,10,3,9,6,22,19,24,5,20,11,3,366
4,11,1,9,7,3,24,10,2,3,22,2,13,34,33,15,3,5,17,11,16,6,1,13,6,14,13,14,2,23,9,4,350
4,8,2,6,4,3,24,9,6,5,13,6,7,26,34,15,8,4,17,7,18,8,2,4,10,15,11,14,8,27,10,4,339
8,11,1,8,3,2,25,6,9,5,14,6,7,26,26,8,7,3,14,9,25,9,4,5,2,5,14,10,1,17,7,2,299
1,10,0,7,5,2,20,7,2,1,17,4,15,22,26,18,3,7,15,12,16,12,4,11,3,6,15,14,4,19,9,6,313
2,16,1,3,7,1,31,6,3,3,10,5,10,26,27,15,0,2,15,7,16,12,3,9,1,14,14,11,1,13,5,2,291
5,16,1,4,5,4,14,5,9,5,18,2,6,27,30,9,4,3,9,8,25,12,1,8,6,10,14,7,2,12,11,2,294
5,9,0,6,3,0,16,4,5,2,15,1,4,18,30,26,1,4,13,5,12,5,2,4,8,14,9,5,2,17,9,3,257
5,6,1,4,4,3,12,10,7,3,8,0,6,18,27,9,2,2,15,9,10,5,2,9,7,12,9,4,4,5,9,4,231
