"fecha","AGUASCALIENTES","BAJA CALIFORNIA","BAJA CALIFORNIA SUR","CAMPECHE","CHIAPAS","CHIHUAHUA","DISTRITO FEDERAL","COAHUILA","COLIMA","DURANGO","GUANAJUATO","GUERRERO","HIDALGO","JALISCO","MEXICO","MICHOACAN","MORELOS","NAYARIT","NUEVO LEON","OAXACA","PUEBLA","QUERETARO","QUINTANA ROO","SAN LUIS POTOSI","SINALOA","SONORA","TABASCO","TAMAULIPAS","TLAXCALA","VERACRUZ","YUCATAN","ZACATECAS","Nacional"
2021-09-26,1,11,1,7,5,3,22,8,2,1,18,4,17,22,26,18,3,7,15,12,18,12,4,11,3,6,15,15,4,26,9,6,332
2021-09-27,2,16,2,3,7,4,33,6,3,3,13,5,10,30,28,16,2,4,15,7,19,14,3,9,1,17,14,11,2,17,5,2,323
2021-09-28,5,17,1,4,5,6,14,5,9,5,18,2,7,30,31,9,4,2,9,10,28,12,1,8,6,10,14,8,3,27,11,2,323
2021-09-29,5,9,0,6,3,2,16,5,5,3,15,1,6,22,33,27,1,4,14,8,13,6,2,4,8,14,9,6,4,19,10,3,283
2021-09-30,7,6,1,4,4,4,15,12,7,3,12,0,6,22,29,11,3,2,16,9,16,8,2,9,8,13,10,4,4,9,9,5,270
2021-10-01,1,6,0,4,5,3,25,9,4,2,11,3,12,20,20,17,1,0,20,6,11,9,3,4,3,7,8,6,1,9,7,1,238
2021-10-02,2,7,1,5,1,5,18,8,3,3,11,3,9,15,24,9,4,4,18,4,11,11,2,3,2,5,12,5,1,7,9,3,225
2021-10-03,3,6,4,4,2,2,20,6,2,1,10,4,8,12,25,13,7,2,9,1,8,9,1,0,5,5,14,2,4,8,8,3,208
2021-10-04,2,4,2,7,5,3,18,6,5,1,6,2,5,15,24,6,8,3,6,3,9,6,2,1,2,7,6,10,2,6,4,4,190
2021-10-05,2,0,0,2,3,0,5,2,0,1,1,2,5,6,5,2,0,1,2,3,0,1,4,0,0,2,4,1,1,5,2,0,62
2021-10-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
