"fecha","AGUASCALIENTES","BAJA CALIFORNIA","BAJA CALIFORNIA SUR","CAMPECHE","CHIAPAS","CHIHUAHUA","DISTRITO FEDERAL","COAHUILA","COLIMA","DURANGO","GUANAJUATO","GUERRERO","HIDALGO","JALISCO","MEXICO","MICHOACAN","MORELOS","NAYARIT","NUEVO LEON","OAXACA","PUEBLA","QUERETARO","QUINTANA ROO","SAN LUIS POTOSI","SINALOA","SONORA","TABASCO","TAMAULIPAS","TLAXCALA","VERACRUZ","YUCATAN","ZACATECAS","Nacional"
2021-03-22,4,2,5,2,3,12,64,4,1,6,11,2,4,12,70,21,9,1,5,12,17,12,0,3,13,3,11,6,4,21,8,3,351
2021-03-23,2,3,0,2,2,10,73,5,0,2,13,10,11,13,62,9,20,3,8,16,30,17,2,12,9,5,6,5,10,21,8,2,391
2021-03-24,1,3,3,1,0,2,73,1,0,2,11,7,7,15,58,19,18,2,9,6,31,10,4,7,5,6,4,4,3,9,8,4,333
2021-03-25,2,5,3,1,2,16,61,2,3,1,9,7,3,11,38,14,9,1,6,7,27,11,5,8,12,3,3,2,2,13,7,0,294
2021-03-26,3,2,2,2,3,6,43,2,1,4,9,5,5,12,55,8,13,2,10,7,26,8,4,6,7,4,5,3,4,10,9,5,285
2021-03-27,0,4,1,1,0,6,60,3,1,3,9,3,10,28,43,7,14,0,6,6,30,13,2,12,3,9,3,6,4,10,7,3,307
2021-03-28,2,0,1,0,1,13,64,3,1,3,15,8,9,19,52,11,14,0,7,6,34,8,3,7,9,8,5,7,5,9,8,7,339
2021-03-29,3,9,2,1,1,13,60,2,2,8,11,11,12,9,50,11,7,4,14,10,23,8,2,12,9,2,0,6,1,19,10,0,332
2021-03-30,2,2,2,1,2,16,48,5,0,5,9,10,4,12,49,12,11,1,5,13,36,12,6,7,7,10,3,3,1,8,8,2,312
2021-03-31,3,3,0,1,0,8,40,3,0,2,14,10,7,11,64,12,13,4,2,7,32,10,2,4,12,3,4,5,2,8,9,4,299
2021-04-01,8,4,0,2,1,11,49,2,0,1,10,3,6,13,54,9,17,2,2,6,34,5,2,4,5,4,4,5,2,9,10,3,287
2021-04-02,2,3,2,1,2,17,47,4,1,4,4,6,11,14,48,13,8,3,6,7,24,12,3,7,12,5,2,2,2,7,9,3,291
2021-04-03,2,4,4,1,1,15,59,3,2,4,10,3,13,16,44,11,16,0,7,7,27,6,3,4,7,4,3,4,1,11,4,3,299
2021-04-04,6,5,1,0,1,22,44,2,1,2,11,9,8,11,46,7,10,1,6,5,17,5,2,4,7,1,4,3,2,9,7,3,262
2021-04-05,3,5,6,2,2,14,38,5,1,3,11,10,10,13,45,11,9,0,6,5,32,11,6,3,11,7,7,3,4,8,13,1,305
2021-04-06,3,3,4,1,1,16,36,3,0,7,9,8,7,7,34,14,9,0,9,8,23,4,0,5,7,6,3,5,3,17,11,4,267
2021-04-07,4,3,0,1,1,14,45,2,1,2,14,3,10,20,53,6,11,1,3,5,32,7,4,4,6,6,7,5,3,16,8,0,297
2021-04-08,3,3,0,2,1,21,43,1,0,5,9,5,3,17,38,8,16,0,6,5,22,8,3,5,9,9,4,2,8,10,12,5,283
2021-04-09,4,6,3,3,6,18,36,3,1,4,9,3,3,11,44,5,10,0,7,9,19,7,3,9,6,3,4,5,5,14,10,2,272
2021-04-10,3,6,0,1,1,12,28,0,0,2,14,7,6,3,38,16,9,4,5,6,27,12,4,7,9,8,3,2,3,13,8,5,262
2021-04-11,3,3,2,2,2,16,38,0,1,2,11,9,6,7,41,6,19,2,7,3,12,8,5,4,14,5,0,4,3,8,7,4,254
2021-04-12,3,4,1,0,1,13,46,2,2,1,6,8,10,20,32,9,9,4,7,3,21,3,1,2,9,2,7,3,3,8,7,1,248
2021-04-13,5,4,3,2,2,18,43,3,2,4,8,12,5,14,44,9,10,1,5,3,20,7,8,5,10,7,5,7,4,11,6,2,289
2021-04-14,2,2,1,2,0,13,36,3,0,1,12,10,3,20,34,10,10,2,5,2,32,9,8,3,8,5,4,6,1,9,4,1,258
2021-04-15,9,5,3,1,1,22,37,4,0,1,8,6,15,8,36,10,8,1,12,4,16,9,3,6,9,4,3,4,4,7,10,3,269
2021-04-16,6,4,5,2,0,20,29,1,1,5,10,6,5,11,36,7,8,3,6,10,17,10,4,5,7,1,4,5,2,8,6,1,245
2021-04-17,5,3,6,0,1,18,40,2,0,3,5,7,11,12,36,7,6,1,4,11,20,7,1,4,8,4,4,11,3,7,4,2,253
2021-04-18,6,1,0,0,0,19,31,0,3,4,5,5,5,8,30,5,5,2,3,4,21,5,2,4,9,3,1,1,4,5,10,2,203
2021-04-19,5,5,1,5,1,19,30,1,2,4,2,8,9,11,34,8,5,1,4,8,18,6,3,5,7,4,1,2,0,5,7,3,224
2021-04-20,9,9,0,0,1,10,24,3,1,1,8,9,9,12,44,11,7,1,3,4,26,6,7,2,4,11,3,3,3,8,2,0,241
2021-04-21,3,4,3,1,1,12,32,3,0,3,8,7,8,11,34,7,6,2,3,5,14,4,3,4,5,6,5,5,5,11,7,0,222
2021-04-22,3,2,3,2,0,18,34,0,0,0,3,3,5,6,22,6,7,2,8,4,15,6,4,1,6,2,4,4,2,8,8,4,192
2021-04-23,1,5,3,0,2,12,27,5,0,2,3,5,7,10,22,5,10,2,6,11,26,4,5,2,3,5,2,3,0,5,7,1,201
2021-04-24,2,2,2,0,1,14,22,1,2,3,3,2,3,12,39,9,6,1,4,4,23,8,3,1,7,2,3,2,2,10,8,4,205
2021-04-25,6,4,1,0,0,10,23,0,2,1,7,7,7,9,33,9,11,0,6,6,11,5,2,2,5,4,4,6,1,9,4,2,197
2021-04-26,3,1,0,1,2,15,29,0,0,1,6,8,5,11,29,5,11,1,6,4,20,3,3,5,6,1,5,6,0,7,9,3,206
2021-04-27,4,3,5,0,0,15,20,0,2,3,4,2,7,9,26,8,7,1,0,6,19,8,3,5,9,4,5,3,2,7,3,2,192
2021-04-28,2,1,1,0,0,16,31,1,1,0,2,2,6,5,36,7,6,2,6,7,15,5,3,3,6,5,4,4,1,5,6,1,190
2021-04-29,3,1,2,2,0,16,23,5,0,1,4,4,7,8,19,15,6,1,11,1,21,6,4,3,4,1,3,7,4,12,9,2,205
2021-04-30,1,4,3,0,0,10,18,1,0,0,1,4,1,5,22,9,5,2,6,2,14,6,7,3,6,3,5,0,2,6,3,2,151
2021-05-01,5,3,0,1,0,8,23,1,0,1,1,9,6,5,21,3,10,1,7,9,21,0,5,3,3,5,3,2,0,6,6,2,170
2021-05-02,4,4,2,1,0,20,17,4,2,1,6,5,1,9,22,10,5,2,8,1,16,8,6,2,4,5,2,3,2,7,5,0,184
2021-05-03,1,3,2,3,1,11,20,2,0,3,5,6,5,8,16,6,11,0,6,4,15,3,4,1,2,4,4,4,1,8,4,1,164
2021-05-04,0,3,2,0,5,12,12,1,1,5,3,2,3,7,10,3,8,2,4,6,12,2,6,6,5,5,3,6,2,6,4,2,148
2021-05-05,4,4,0,1,3,11,16,0,0,5,2,3,3,13,15,8,4,2,6,6,15,1,5,4,10,3,4,3,1,4,8,3,167
2021-05-06,1,4,2,0,1,13,13,1,0,0,5,5,4,4,14,4,6,3,1,5,19,4,3,4,6,4,3,3,1,6,5,4,148
2021-05-07,1,6,0,0,1,14,16,1,1,0,2,2,3,4,13,8,3,4,5,4,6,7,3,2,5,2,3,3,2,4,5,1,131
2021-05-08,2,4,1,1,1,5,10,2,0,0,2,2,5,5,13,9,3,0,2,2,16,6,5,2,3,0,4,6,1,5,4,1,122
2021-05-09,3,4,0,3,2,8,18,3,0,1,4,5,2,7,19,8,9,3,4,3,10,8,4,1,6,0,1,2,2,1,4,1,146
2021-05-10,0,7,3,1,1,7,20,2,2,4,3,3,2,10,13,5,6,0,7,3,13,4,7,5,3,1,2,4,5,11,3,2,159
2021-05-11,0,3,3,1,0,10,6,1,0,2,3,4,4,1,16,7,2,2,2,1,14,5,12,0,2,3,2,3,1,4,4,0,118
2021-05-12,4,3,3,0,0,11,14,2,0,0,3,3,3,6,21,5,9,0,1,3,10,0,5,3,7,1,1,4,0,4,3,1,130
2021-05-13,1,2,2,2,0,7,9,2,0,5,3,3,1,5,13,3,3,1,1,1,8,3,5,3,5,1,3,4,3,3,3,1,106
2021-05-14,1,3,2,0,1,8,17,1,1,2,2,2,4,6,19,4,4,1,3,2,8,7,4,0,3,1,1,6,1,5,5,1,125
2021-05-15,0,2,1,1,3,7,10,1,1,2,1,1,2,2,11,5,2,2,6,2,9,4,3,0,3,5,4,3,0,2,3,1,99
2021-05-16,2,3,3,2,1,6,8,0,0,3,2,3,0,2,13,4,6,0,5,3,6,1,7,2,7,1,5,10,0,4,3,2,114
2021-05-17,0,10,3,2,0,6,10,1,2,0,4,5,2,13,13,4,4,0,10,2,9,1,3,4,3,3,3,3,2,0,1,0,123
2021-05-18,1,5,6,1,1,5,15,0,1,3,2,2,4,6,14,2,3,0,4,0,8,4,7,1,2,2,5,5,1,3,10,0,123
2021-05-19,1,4,3,1,2,9,7,2,0,0,3,2,2,4,14,2,3,1,6,3,6,1,7,1,3,4,5,6,0,4,5,2,113
2021-05-20,2,1,2,0,1,4,8,1,0,1,2,4,3,5,12,1,2,1,5,3,8,0,4,2,4,3,4,7,0,7,5,0,102
2021-05-21,0,2,1,1,1,5,8,1,1,1,0,4,2,3,12,3,2,1,4,6,7,1,7,2,2,0,2,8,0,3,6,2,98
2021-05-22,1,2,4,0,0,5,10,0,0,0,2,0,0,0,9,2,0,0,7,1,4,0,6,1,6,2,4,7,0,1,7,1,82
2021-05-23,4,9,6,0,0,9,7,1,1,0,0,1,1,1,8,6,3,0,6,2,5,4,14,2,4,2,3,7,1,5,7,1,120
2021-05-24,1,1,0,1,2,7,9,3,3,0,1,4,2,3,10,5,1,2,3,1,9,0,5,0,3,4,4,9,1,6,5,0,105
2021-05-25,1,2,2,0,1,8,9,3,0,0,2,3,3,6,12,5,0,3,7,2,7,0,8,0,2,3,0,8,0,5,3,2,107
2021-05-26,2,2,3,2,0,4,5,0,0,0,1,3,1,7,10,2,0,2,1,2,10,0,8,3,0,2,4,11,0,2,5,0,92
2021-05-27,0,3,2,0,0,2,8,2,0,0,2,1,1,5,12,4,4,0,4,3,8,2,3,3,1,0,3,11,1,5,6,2,98
2021-05-28,0,4,1,0,1,5,5,0,1,1,1,3,2,4,12,4,3,4,1,3,3,2,9,2,4,1,2,6,0,5,5,1,95
2021-05-29,0,4,2,0,0,7,4,1,1,3,2,5,1,3,9,1,3,1,3,1,11,0,2,3,4,1,4,3,0,5,4,0,88
2021-05-30,1,3,1,0,0,3,4,1,1,0,2,5,2,4,10,5,2,0,4,3,8,0,9,1,5,2,1,1,0,5,5,2,90
2021-05-31,0,2,0,2,1,5,6,2,0,1,4,6,1,5,7,3,1,1,3,0,6,2,11,1,2,5,4,6,0,8,5,4,104
2021-06-01,1,3,4,2,0,4,6,1,0,4,1,1,2,1,6,3,1,1,2,3,7,2,8,2,2,2,5,7,0,7,2,1,91
2021-06-02,2,3,1,0,1,2,3,2,0,3,1,2,1,4,11,2,2,2,5,0,6,2,4,2,1,4,3,4,1,8,4,1,87
2021-06-03,2,1,4,0,0,5,6,0,1,0,0,1,2,2,4,2,1,0,1,0,6,1,4,0,3,3,0,8,1,6,2,0,66
2021-06-04,4,1,1,0,0,6,6,1,0,1,0,2,3,3,5,5,0,3,5,0,7,1,8,1,4,1,2,5,0,3,8,2,88
2021-06-05,1,6,2,2,0,4,5,1,1,0,1,2,0,1,8,3,1,1,0,2,5,1,8,2,7,6,2,8,2,5,8,1,96
2021-06-06,0,1,2,4,0,5,5,0,1,0,2,1,1,2,7,2,2,2,4,2,4,0,7,0,4,5,4,7,1,1,7,0,83
2021-06-07,1,1,0,3,0,4,4,1,1,2,0,4,3,4,6,3,3,0,6,3,6,0,11,1,4,3,5,8,0,7,6,1,101
2021-06-08,1,3,0,0,0,6,12,1,0,1,1,1,2,2,6,2,1,0,1,3,6,1,6,0,8,6,1,10,0,4,11,1,97
2021-06-09,0,5,3,3,0,5,5,0,0,1,0,3,0,4,10,1,1,2,9,0,1,1,12,1,2,2,2,4,1,5,9,0,92
2021-06-10,0,5,2,4,0,2,3,0,0,0,1,1,3,3,9,2,2,0,6,2,0,4,7,0,1,2,2,5,0,6,10,0,82
2021-06-11,1,4,6,0,0,4,9,4,1,2,2,2,2,1,10,1,1,2,2,2,5,1,11,1,3,3,3,7,0,9,11,0,110
2021-06-12,1,1,4,0,0,4,6,0,1,0,1,3,1,5,6,4,1,0,2,2,5,2,6,0,1,1,7,7,0,2,0,0,73
2021-06-13,2,3,2,4,1,1,3,1,0,1,0,2,1,3,7,4,3,0,2,1,7,1,7,1,2,4,5,4,0,2,8,0,82
2021-06-14,1,1,5,3,1,5,8,0,1,0,1,6,0,0,5,3,2,1,3,1,4,1,8,0,3,4,2,10,0,4,9,1,93
2021-06-15,2,2,1,0,1,3,6,0,1,1,2,3,2,3,6,1,0,3,3,2,8,0,6,0,2,10,2,6,0,4,13,1,94
2021-06-16,0,4,6,1,2,4,11,1,0,0,0,3,3,1,4,2,0,3,5,0,5,0,7,2,3,4,2,7,0,6,4,1,91
2021-06-17,0,6,6,3,1,1,11,1,0,1,1,0,1,2,7,1,1,1,5,0,4,0,11,0,3,1,4,9,0,4,14,0,99
2021-06-18,0,3,6,4,2,7,6,2,0,1,1,0,0,3,11,3,1,0,1,1,9,0,9,1,3,1,2,8,0,3,5,0,93
2021-06-19,0,1,4,3,0,6,3,0,0,0,1,0,1,1,8,2,0,1,1,5,3,0,10,1,4,3,3,8,1,2,14,0,86
2021-06-20,1,3,6,4,1,2,5,3,0,1,0,3,1,8,4,1,1,1,0,2,3,0,16,0,8,3,4,9,0,9,13,1,113
2021-06-21,0,3,12,4,5,1,9,0,0,1,0,0,0,0,6,4,0,0,3,2,5,0,4,1,10,1,5,7,0,6,16,0,105
2021-06-22,0,4,4,3,0,3,9,0,2,0,0,1,3,3,8,1,1,0,3,3,5,0,10,0,3,4,2,8,0,3,16,0,99
2021-06-23,0,7,6,4,1,2,10,1,2,0,0,1,2,3,4,0,0,1,3,1,1,2,7,1,6,5,4,8,0,8,7,1,98
2021-06-24,0,3,9,1,2,2,5,4,1,0,1,2,0,3,8,6,0,2,2,2,1,1,11,0,4,2,6,7,0,4,8,0,97
2021-06-25,1,4,11,5,0,2,4,1,1,0,1,0,1,0,12,0,1,0,3,3,2,0,13,1,4,8,3,9,0,6,13,1,110
2021-06-26,1,1,10,4,0,3,9,1,2,1,0,5,1,4,4,1,2,0,4,2,7,0,5,4,6,5,4,5,0,3,12,0,106
2021-06-27,0,3,14,7,0,0,13,4,1,2,0,2,1,2,9,0,1,0,3,1,2,0,7,1,8,2,8,4,0,7,12,0,114
2021-06-28,0,4,12,6,2,1,6,1,3,0,2,1,0,4,7,5,1,0,3,2,2,0,6,1,12,3,4,13,0,9,13,0,123
2021-06-29,0,4,16,4,0,1,8,0,0,0,2,0,0,4,9,0,1,0,3,5,5,0,7,0,5,7,5,16,0,9,14,0,125
2021-06-30,0,0,12,3,3,3,16,1,0,1,0,1,1,2,8,4,0,3,2,5,2,0,6,2,10,4,8,10,0,7,13,0,127
2021-07-01,0,3,14,2,2,0,19,2,0,1,0,0,0,8,10,6,1,1,4,4,3,0,3,1,6,10,3,8,1,14,12,0,138
2021-07-02,0,2,17,1,1,4,9,2,1,0,1,2,0,2,9,0,0,0,3,3,1,0,14,2,14,10,5,6,0,13,8,0,130
2021-07-03,0,0,14,4,1,3,11,3,0,0,0,1,3,2,7,2,0,3,0,1,2,0,4,0,11,5,4,9,0,11,13,0,114
2021-07-04,0,3,11,8,2,1,23,2,1,2,0,3,4,8,10,0,1,0,0,1,6,0,11,0,11,7,6,6,0,9,14,1,151
2021-07-05,1,8,17,3,3,0,21,0,0,0,0,0,1,6,13,2,0,1,2,5,0,0,15,1,7,5,3,7,0,12,5,0,138
2021-07-06,0,6,21,7,3,2,19,0,0,0,1,2,1,11,16,0,1,0,5,2,3,2,8,4,16,5,5,11,0,7,11,0,169
2021-07-07,0,2,14,5,2,1,22,1,1,1,0,3,2,9,16,2,1,1,4,3,5,0,7,0,16,2,8,11,0,10,10,1,160
2021-07-08,0,5,17,3,0,1,13,0,0,0,0,3,2,11,10,5,1,1,8,1,0,1,12,1,20,3,2,5,0,11,7,1,144
2021-07-09,0,6,11,5,0,1,21,1,0,0,2,2,1,9,5,3,0,3,6,2,4,1,4,1,18,6,2,4,1,11,8,0,138
2021-07-10,0,0,11,5,0,2,29,1,2,1,1,3,3,7,13,4,0,0,4,4,4,1,5,1,16,5,7,3,0,10,4,0,146
2021-07-11,1,2,17,7,2,0,21,0,2,2,2,6,3,9,18,7,0,2,6,6,0,0,9,4,12,6,0,6,1,11,9,0,171
2021-07-12,1,3,12,4,4,1,31,1,0,2,1,7,1,10,23,2,1,4,8,7,5,2,8,0,29,10,3,9,0,13,9,0,211
2021-07-13,0,0,16,3,3,3,22,1,0,2,1,4,4,11,16,0,1,2,6,1,4,4,6,2,18,9,4,7,0,14,11,0,175
2021-07-14,0,2,9,2,1,3,30,2,0,0,1,6,3,12,29,3,0,3,6,3,6,1,8,3,28,7,2,9,0,15,12,1,207
2021-07-15,1,1,11,2,3,0,31,3,1,0,1,7,3,11,30,7,1,6,6,6,4,4,6,1,17,4,5,7,1,13,19,0,212
2021-07-16,1,3,14,13,3,3,25,1,1,0,2,7,10,16,15,2,2,6,4,2,7,1,8,2,33,3,4,8,1,11,13,0,221
2021-07-17,0,4,12,4,0,3,29,0,0,0,2,11,6,13,40,5,0,8,8,6,4,0,9,3,18,4,5,5,1,20,10,0,230
2021-07-18,2,5,12,7,3,0,34,2,3,0,1,8,4,17,31,4,1,5,13,6,2,3,11,2,26,6,4,7,0,11,9,2,241
2021-07-19,0,8,14,1,2,2,35,2,3,1,3,13,4,13,35,11,2,6,9,8,2,3,18,3,33,8,4,5,1,21,8,1,279
2021-07-20,0,4,15,5,1,1,42,1,2,3,3,18,8,21,44,2,1,10,15,7,3,4,11,1,26,12,7,4,1,22,8,0,302
2021-07-21,2,6,19,4,3,3,44,1,4,4,2,15,5,24,38,6,0,9,18,5,7,2,11,3,33,11,10,7,0,12,10,0,318
2021-07-22,0,3,11,5,5,3,39,2,3,1,2,7,6,19,42,5,0,7,11,9,6,2,11,0,45,10,2,2,0,22,7,0,287
2021-07-23,1,1,20,3,4,3,37,1,2,1,2,27,4,25,42,11,2,7,13,11,8,3,11,2,37,13,5,4,0,33,11,2,346
2021-07-24,2,5,10,4,6,3,38,2,1,2,8,26,8,21,42,8,0,6,10,9,4,3,10,5,31,7,3,10,2,31,3,1,321
2021-07-25,1,6,5,5,5,4,52,2,2,2,3,17,4,22,49,11,1,8,19,12,7,5,15,3,41,16,8,8,1,34,6,2,376
2021-07-26,0,4,13,2,6,2,44,3,4,3,6,16,12,41,53,12,2,16,17,16,16,9,10,1,44,11,6,4,0,28,9,2,412
2021-07-27,0,4,17,4,0,5,48,5,1,4,2,26,7,32,52,10,1,14,14,9,12,5,14,4,40,13,6,10,1,40,9,4,413
2021-07-28,1,6,11,7,5,3,54,7,2,2,5,26,10,29,58,16,3,15,23,15,6,5,8,6,40,11,7,8,0,43,8,1,441
2021-07-29,2,2,10,5,4,3,65,4,3,1,5,22,13,41,57,13,2,6,17,13,13,5,7,6,43,15,6,6,1,36,14,7,447
2021-07-30,2,6,6,8,8,2,51,6,3,2,5,23,12,55,67,9,4,15,19,11,7,10,15,11,38,17,10,14,1,39,14,3,493
2021-07-31,0,4,10,8,9,2,65,4,9,2,7,33,10,54,66,15,3,11,26,8,10,6,10,6,34,16,3,6,1,46,13,4,501
2021-08-01,0,9,7,4,7,4,62,3,3,7,5,22,9,43,68,25,3,17,24,14,14,12,19,6,41,18,11,10,5,35,11,0,518
2021-08-02,4,6,12,5,14,2,81,7,7,2,5,22,11,70,76,15,4,12,25,11,20,14,8,10,42,22,9,11,2,35,12,9,585
2021-08-03,1,1,7,5,11,1,59,8,5,5,6,31,12,56,80,15,5,23,32,16,13,5,13,11,30,11,4,14,1,37,8,3,529
2021-08-04,2,4,2,2,12,2,68,5,8,5,9,45,20,57,73,17,3,11,14,11,17,6,7,7,37,22,6,11,1,46,13,4,547
2021-08-05,0,5,11,10,8,3,61,9,7,14,13,32,12,54,81,17,1,9,29,19,16,5,17,12,39,14,9,11,0,46,9,3,576
2021-08-06,2,9,15,6,6,5,64,2,6,4,10,34,17,43,74,15,5,16,40,19,18,9,17,13,30,15,11,13,0,51,7,6,582
2021-08-07,6,3,7,11,5,3,55,10,8,4,13,32,18,47,86,14,5,14,41,11,24,5,14,8,36,15,17,7,0,54,6,5,584
2021-08-08,3,3,7,8,3,4,75,2,11,5,9,24,16,64,85,15,3,12,18,14,27,14,12,9,35,13,9,14,2,51,9,4,580
2021-08-09,2,6,11,10,3,8,60,6,15,3,12,35,17,54,91,13,5,13,41,17,25,12,14,11,49,24,16,13,3,54,17,8,668
2021-08-10,2,6,9,5,8,10,79,13,16,2,10,21,14,57,90,25,7,22,41,16,28,9,12,13,41,16,7,15,5,55,7,1,662
2021-08-11,5,5,8,5,3,5,73,13,7,6,14,29,19,57,95,22,7,18,47,15,17,11,15,12,29,21,9,14,0,51,5,3,640
2021-08-12,5,3,8,8,6,4,59,11,14,7,8,22,20,54,83,26,2,15,46,22,37,10,13,12,39,15,13,17,3,54,7,4,647
2021-08-13,5,10,5,7,10,3,78,9,8,8,14,26,15,57,72,34,5,15,43,16,32,12,15,17,26,14,9,14,4,53,10,4,650
2021-08-14,4,2,7,11,9,1,77,12,12,5,11,22,30,57,93,20,7,7,42,14,47,12,9,14,35,25,9,14,5,57,10,4,684
2021-08-15,1,3,4,4,12,3,71,12,14,13,9,30,23,61,85,29,6,18,39,23,38,7,14,22,34,9,11,23,1,59,11,4,693
2021-08-16,4,11,9,5,9,5,72,10,13,7,13,25,20,68,96,28,9,17,56,18,44,13,18,10,28,20,12,17,6,56,10,3,732
2021-08-17,4,6,5,9,12,3,69,5,17,11,15,20,26,48,83,26,18,17,50,27,43,10,7,17,27,19,10,12,4,57,9,8,694
2021-08-18,3,5,6,8,17,4,64,13,13,10,19,29,23,81,112,27,14,14,57,18,39,10,17,21,18,22,25,18,2,65,12,7,793
2021-08-19,3,4,3,4,12,1,51,10,15,11,13,22,20,54,88,20,12,17,57,23,29,14,10,18,21,21,14,16,5,75,15,10,688
2021-08-20,3,8,4,5,11,1,63,8,15,12,11,28,14,62,84,20,13,17,54,26,39,11,12,21,21,21,15,22,5,58,4,5,693
2021-08-21,2,7,4,15,8,5,50,14,20,12,10,22,23,80,78,39,5,11,48,16,46,13,22,32,31,19,16,20,5,61,8,8,750
2021-08-22,5,8,5,2,11,1,59,8,13,8,17,26,19,62,68,25,9,14,37,26,44,23,9,15,21,15,13,18,2,47,13,9,652
2021-08-23,1,6,7,14,10,3,73,9,13,10,19,25,22,51,101,31,10,13,62,23,34,10,16,27,35,24,19,17,6,67,12,5,775
2021-08-24,5,4,6,11,9,3,62,8,19,4,23,24,18,67,89,33,11,20,36,14,49,10,11,23,17,21,20,14,3,68,11,6,719
2021-08-25,4,10,8,8,9,4,50,6,16,11,15,22,27,43,79,31,12,12,47,23,50,13,5,16,19,22,10,17,6,62,6,6,669
2021-08-26,8,9,5,14,6,2,62,12,16,6,17,27,18,58,90,36,6,12,51,19,40,12,9,13,19,22,11,13,15,73,12,4,717
2021-08-27,4,10,5,7,6,1,46,12,15,7,15,19,18,63,73,27,7,13,47,18,44,8,10,26,23,23,10,13,5,74,19,1,669
2021-08-28,6,8,6,11,9,8,54,10,16,6,17,15,25,47,76,30,6,8,40,19,46,13,10,16,11,21,18,13,3,83,5,10,666
2021-08-29,11,9,0,8,5,2,52,10,12,6,21,24,20,48,80,24,13,13,35,14,61,12,11,29,17,26,17,11,7,60,14,6,678
2021-08-30,2,10,4,6,6,4,52,18,13,12,13,20,22,60,91,28,3,7,44,26,41,9,13,19,11,23,14,13,12,62,12,11,681
2021-08-31,13,15,2,7,7,5,53,14,13,6,12,17,21,52,73,26,8,12,59,15,52,12,11,31,20,18,11,23,7,51,12,7,685
2021-09-01,5,7,4,12,5,2,53,15,9,10,12,12,26,70,65,38,8,6,29,18,49,12,14,15,10,20,11,20,3,44,8,8,620
2021-09-02,3,10,6,9,4,3,55,16,13,6,15,15,21,45,69,20,10,16,38,17,45,10,16,23,7,18,8,16,4,50,7,8,603
2021-09-03,2,7,4,11,5,4,41,8,15,4,24,19,26,48,74,25,14,11,40,12,50,11,11,20,18,23,9,11,5,45,8,5,610
2021-09-04,1,7,0,12,4,3,42,24,13,9,18,12,17,49,54,19,10,9,31,14,28,17,13,20,16,13,18,16,7,50,16,9,571
2021-09-05,6,7,3,11,10,3,48,13,12,13,19,11,23,52,53,17,6,10,41,12,30,13,11,27,13,11,19,21,1,52,16,11,595
2021-09-06,5,4,4,3,12,4,42,13,7,10,24,10,25,48,71,31,12,4,37,23,29,9,8,13,12,16,21,17,4,44,18,5,585
2021-09-07,2,11,3,13,11,6,45,4,13,6,14,8,32,39,45,30,12,10,44,8,44,11,12,16,19,17,16,24,3,42,17,4,581
2021-09-08,4,14,2,8,3,3,51,6,12,4,22,13,10,42,54,20,10,2,26,19,45,8,9,16,10,18,10,16,5,48,11,7,528
2021-09-09,11,8,5,12,3,5,48,11,17,3,21,14,7,45,39,29,14,17,34,12,44,22,4,13,8,11,12,11,5,41,15,4,545
2021-09-10,6,9,4,7,5,8,40,10,8,5,15,11,24,39,51,21,4,7,35,14,44,14,5,16,14,16,12,15,4,49,13,4,529
2021-09-11,5,4,2,10,8,4,34,8,7,8,14,7,19,52,41,18,9,7,33,12,40,14,5,10,12,10,17,12,3,37,14,8,484
2021-09-12,2,5,2,10,7,2,38,10,9,4,13,12,14,34,56,29,6,9,29,15,41,20,7,8,14,13,9,18,7,51,17,4,515
2021-09-13,4,8,4,4,7,4,55,12,4,4,24,11,13,44,46,27,13,5,19,16,41,13,6,17,12,11,14,10,5,47,15,3,518
2021-09-14,7,8,1,9,8,3,35,15,7,4,29,3,21,43,40,24,6,7,29,10,35,11,9,13,5,12,16,15,7,34,9,8,483
2021-09-15,5,6,1,11,3,5,34,6,7,6,24,8,19,43,26,23,8,5,22,17,40,11,10,14,7,12,18,15,4,32,10,4,456
2021-09-16,4,11,0,13,4,3,31,7,9,1,24,6,15,29,39,24,12,8,17,7,36,11,13,9,7,7,17,15,6,34,10,4,433
2021-09-17,6,15,3,2,8,8,35,12,11,7,18,2,13,36,39,25,10,4,37,11,40,12,8,16,8,21,10,15,4,30,11,3,480
2021-09-18,5,11,2,9,3,5,25,8,7,5,16,3,10,30,43,18,8,6,30,17,40,13,6,5,9,15,7,9,4,28,19,3,419
2021-09-19,2,6,4,10,8,3,21,5,5,5,18,8,17,22,34,15,14,5,29,6,37,15,6,11,10,10,7,16,5,39,8,2,403
2021-09-20,7,10,2,6,5,3,31,14,11,3,20,6,13,31,50,24,10,6,26,11,54,10,1,13,6,16,8,9,2,35,13,4,460
2021-09-21,5,18,2,8,3,2,26,9,7,9,19,2,19,38,48,25,5,5,27,7,23,15,4,12,7,12,15,11,5,32,16,2,438
2021-09-22,3,9,2,3,7,4,24,18,9,4,16,4,15,27,34,14,5,4,11,10,20,10,3,10,6,22,19,24,5,25,11,3,381
2021-09-23,4,11,1,9,7,3,24,10,2,3,22,3,13,35,34,15,5,6,17,11,18,6,1,14,6,14,13,14,2,27,9,4,363
2021-09-24,4,8,2,6,4,3,24,9,6,5,14,7,7,28,39,15,9,4,17,7,25,8,2,4,10,16,11,17,8,33,10,4,366
2021-09-25,8,11,1,8,3,2,25,6,9,5,14,6,7,29,27,9,8,3,14,9,29,9,5,5,2,5,14,11,1,27,7,2,321
